id,w,square footage,24-Hour,number,activity
01642,143.38175532,07,2,441,02
01643,665.40891804,05,2,5,05
01644,273.86389212,05,2,5,05
01645,4.8124623497,10,1,3500,16
01646,226.82776714,06,2,45,26
01647,1667.7551609,02,1,3,02
01648,276.95327433,05,2,50,05
01649,1387.0765871,02,2,1,12
01650,1274.2560839,03,2,18,02
01651,1807.4628666,02,2,7,02
01652,1655.242098,02,2,4,25
01653,1849.1849629,03,2,0,07
01654,751.72654486,05,1,14,18
01655,1461.8570616,02,2,0,01
01656,1807.4628666,02,2,0,01
01657,1851.6697201,04,2,10,25
01658,1828.0523467,04,2,19,02
01659,8.456397361,08,1,500,16
01660,160.42583102,08,2,126,14
01661,737.87538195,03,2,12,23
01662,1879.4560061,03,2,10,23
01663,810.40542332,02,2,14,15
01664,125.65044,07,2,51,14
01665,1007.0093005,04,2,6,15
01666,1879.4560061,02,2,3,25
01667,1381.4211073,02,2,4,26
01668,583.35116997,04,2,14,14
01669,10.010882599,09,1,700,16
01670,918.02992474,04,2,70,02
01671,751.72654486,04,1,50,17
01672,1807.4628666,03,2,2,26
01673,1807.4628666,03,2,2,12
01674,239.38538189,04,2,55,14
01675,209.29973651,04,2,40,15
01676,360.21806967,06,1,35,17
01677,23.717553485,09,1,300,02
01678,30.431064391,08,1,150,18
01679,11.590469146,09,2,450,07
01680,9.2846065541,08,1,1200,16
01681,7.1506304282,09,1,1200,16
01682,1484.5150471,02,2,3,02
01683,9.0630932667,09,1,3500,16
01684,2.8602521713,10,1,2000,16
01685,145.50390319,06,2,200,08
01686,385.90781293,06,1,20,18
01687,1461.8570616,04,2,2,12
01688,25.322576596,09,1,1200,02
01689,1807.4628666,04,2,18,05
01690,178.39372759,06,2,10,12
01691,1145.0798138,04,2,0,05
01692,2758.8462992,02,2,15,07
01693,1807.4628666,02,2,12,25
01694,365.05873439,05,2,23,13
01695,1729.17335,02,2,1,25
01696,259.35186162,06,1,6,18
01697,576.52503128,06,2,30,91
01698,177.34464265,08,2,520,02
01699,1107.7533448,03,2,1,12
01700,1667.7551609,03,2,21,02
01701,545.858121,06,2,222,08
01702,692.22122089,03,2,8,05
01703,28.039253865,07,1,12,18
01704,19.690263031,08,2,30,05
01705,9.2846065541,07,1,400,16
01706,1851.6697201,02,2,6,02
01707,1162.262962,02,2,10,05
01708,25.322576596,08,1,50,91
01709,1831.778257,04,2,10,13
01710,279.45612766,05,2,80,06
01711,1023.6082023,05,1,3,91
01712,918.02992474,02,2,5,02
01713,1117.7421223,04,2,10,11
01714,1170.3023772,04,2,8,26
01715,308.205725,05,1,50,07
01716,692.22122089,06,2,40,91
01717,1387.0765871,02,2,1,25
01718,33.266397253,10,2,70,05
01719,1828.0523467,02,2,1,02
01720,1484.5150471,03,2,10,02
01721,1892.4562717,03,2,4,25
01722,311.1344891,05,2,54,14
01723,789.93659277,03,2,4,15
01724,19.690263031,07,2,90,13
01725,1522.9817889,03,2,3,12
01726,1145.0798138,03,2,0,01
01727,653.84310688,04,2,9,05
01728,19.690263031,06,2,80,02
01729,1117.7421223,06,1,112,05
01730,4.6524983211,10,1,385,13
01731,175.75631596,08,2,60,05
01732,1807.4628666,02,2,3,26
01733,1667.7551609,02,2,2,13
01734,271.01509096,06,2,35,14
01735,203.07268652,05,2,105,08
01736,48.841044419,06,2,25,15
01737,48.841044419,06,1,101,23
01738,84.055763395,07,2,175,14
01739,1117.7421223,04,2,8,05
01740,1729.17335,02,2,5,08
01741,75.928083729,07,2,9,02
01742,1851.6697201,02,2,6,08
01743,308.205725,06,1,65,18
01744,485.40398032,06,2,60,25
01745,159.56082754,06,2,5,12
01746,51.110778412,08,2,585,02
01747,1807.4628666,02,2,2,05
01748,19.690263031,02,2,15,15
01749,1276.538624,02,2,7,15
01750,84.055763395,06,2,65,14
01751,4.2903782569,10,1,800,16
01752,1559.8286174,02,2,2,05
01753,1484.5150471,02,2,5,02
01754,160.42583102,06,2,78,14
01755,1879.4560061,02,2,1,26
01756,209.09996186,06,2,0,01
01757,723.04483703,02,2,8,15
01758,64.600644195,07,2,38,02
01759,647.9871845,05,2,17,01
01760,209.29973651,06,1,50,08
01761,17.191258213,08,1,250,18
01762,1667.7551609,02,2,3,15
01763,751.72654486,04,2,20,14
01764,583.35116997,04,1,15,17
01765,1807.4628666,02,2,20,02
01766,1559.8286174,04,2,5,25
01767,9.0929192199,08,2,350,02
01768,667.82953584,03,2,2,14
01769,279.45612766,06,2,12,01
01770,62.584971321,08,2,231,13
01771,48.841044419,06,2,50,23
01772,583.6267448,05,2,9,05
01773,1868.403437,02,2,0,12
01774,239.38538189,06,2,60,14
01775,90.622000825,08,1,20,01
01776,15.945623796,07,1,30,18
01777,1145.0798138,04,2,14,13
01778,48.841044419,08,2,300,02
01779,90.622000825,06,1,160,17
01780,23.717553485,02,2,2,02
01781,7.5774326833,06,2,175,02
01782,1130.4747375,03,2,3,05
01783,499.1203535,05,1,36,02
01784,74.844960294,09,2,110,05
01785,23.717553485,09,2,3750,02
01786,26.585531113,08,1,465,16
01787,1559.8286174,02,1,1,13
01788,17.191258213,07,1,30,18
01789,887.44188343,02,2,5,15
01790,123.87902675,07,1,24,05
01791,64.600644195,07,2,61,02
01792,1828.0523467,02,2,12,02
01793,1522.9817889,02,2,8,02
01794,2249.135161,03,1,20,15
01795,24.435334858,07,2,500,02
01796,3.3102697899,08,2,600,02
01797,19.690263031,06,2,8,13
01798,242.08690218,05,1,25,17
01799,48.841044419,09,2,2200,02
01800,576.52503128,04,2,8,26
01801,3.6570822076,10,1,3000,16
01802,239.38538189,06,2,97,14
01803,366.15594072,02,2,1,14
01804,62.141439538,08,1,625,02
01805,3.0309730733,09,1,1000,16
01806,157.11184884,06,1,60,16
01807,4.2903782569,09,1,900,16
01808,3782.1801042,02,2,5,02
01809,178.39372759,07,2,91,23
01810,953.18777657,05,2,60,08
01811,1851.6697201,02,2,2,25
01812,1807.4628666,02,2,6,02
01813,84.055763395,05,2,50,14
01814,1729.17335,02,2,0,05
01815,1828.0523467,03,2,16,02
01816,1868.403437,02,2,3,26
01817,249.44526964,06,1,150,02
01818,1807.4628666,02,2,5,14
01819,1879.4560061,02,2,2,25
01820,1162.262962,04,2,1,14
01821,1031.3463294,04,1,40,02
01822,1807.4628666,03,2,1,26
01823,156.28352071,03,2,8,08
01824,226.40193913,02,2,2,06
01825,19.690263031,08,1,150,16
01826,1145.0798138,04,2,14,05
01827,1145.0798138,04,2,1,12
01828,1868.403437,02,2,2,91
01829,4.8572643121,07,1,275,16
01830,10.546071367,08,1,1500,16
01831,503.86330813,05,1,34,17
01832,1117.7421223,04,2,6,13
01833,1559.8286174,02,2,2,05
01834,1551.9389503,03,1,2,05
01835,239.38538189,07,1,9,18
01836,125.65044,06,2,98,14
01837,789.93659277,02,2,4,15
01838,308.205725,05,1,10,18
01839,647.9871845,06,2,51,06
01840,125.65044,07,2,60,14
01841,48.841044419,02,2,3,02
01842,1276.538624,03,2,9,15
01843,19.690263031,07,2,25,12
01844,1729.17335,04,2,3,13
01845,3.9791170946,09,1,3000,16
01846,2140.9064605,02,2,4,02
01847,292.10941321,06,1,125,16
01848,1667.7551609,04,2,22,15
01849,1130.4747375,02,2,2,05
01850,6.6318618244,08,1,1500,16
01851,9.2846065541,08,1,375,16
01852,1451.6174232,03,2,12,02
01853,1667.7551609,02,1,3,06
01854,1879.4560061,02,1,9,06
01855,356.19828827,04,2,14,14
01856,48.841044419,02,2,6,02
01857,158.29956057,07,2,100,06
01858,62.141439538,08,2,200,05
01859,84.055763395,07,1,32,17
01860,961.78281331,03,2,1,13
01861,1155.42801,04,2,10,12
01862,84.055763395,08,2,700,08
01863,1807.4628666,02,2,0,05
01864,632.51710677,05,2,15,01
01865,12.123892293,08,1,800,16
01866,1729.17335,02,2,2,25
01867,440.0460563,03,2,6,23
01868,239.38538189,06,2,60,07
01869,440.0460563,08,2,119,23
01870,160.42583102,08,2,56,14
01871,647.9871845,04,2,12,14
01872,84.055763395,08,2,125,14
01873,1879.4560061,03,1,4,13
01874,621.79094321,04,2,9,13
01875,11.323366706,09,1,2500,16
01876,279.45612766,05,2,75,02
01877,2.6527447297,09,1,3500,16
01878,887.44188343,02,2,8,15
01879,1007.0093005,03,2,16,02
01880,1878.6010721,03,1,2,18
01881,54.139042181,06,2,4,05
01882,788.00495761,03,2,2,12
01883,48.841044419,08,2,604,02
01884,48.841044419,03,2,2,02
01885,1791.3103533,02,2,3,15
01886,308.205725,05,2,25,02
01887,157.11184884,06,2,175,02
01888,9.2846065541,08,1,400,16
01889,1868.7715901,07,2,75,02
01890,1879.4560061,02,2,6,08
01891,249.44526964,06,2,120,02
01892,177.34464265,06,1,25,06
01893,1851.6697201,02,2,2,26
01894,787.07922084,04,2,0,12
01895,1807.4628666,02,2,2,25
01896,151.9051152,06,2,0,01
01897,1851.6697201,04,2,8,25
01898,1868.403437,02,2,2,26
01899,24.824633604,08,2,407,02
01900,1387.0765871,02,2,1,13
01901,3782.1801042,04,2,0,01
01902,657.71092576,05,2,20,12
01903,226.82776714,05,2,65,02
01904,1522.9817889,03,2,1,14
01905,212.42624205,06,2,250,14
01906,53.724372726,07,2,538,02
01907,499.1203535,03,2,12,02
01908,1879.4560061,02,2,0,01
01909,2140.9064605,02,1,0,18
01910,139.16995492,06,1,20,17
01911,964.60413185,04,2,18,13
01912,545.858121,05,2,75,02
01913,1667.7551609,02,2,1,02
01914,259.35186162,05,1,7,18
01915,1849.1849629,02,2,4,14
01916,1155.42801,03,2,10,26
01917,356.19828827,07,2,35,14
01918,74.844960294,04,1,17,26
01919,123.87902675,02,2,5,14
01920,6.6318618244,08,1,650,16
01921,1063.0196262,04,1,8,13
01922,1484.5150471,02,2,1,06
01923,171.86695171,08,2,50,14
01924,23.717553485,08,1,400,02
01925,1117.7421223,04,2,2,12
01926,777.87987978,02,2,0,01
01927,1868.403437,02,2,5,26
01928,2008.25287,06,1,2,18
01929,1807.4628666,02,2,4,25
01930,1892.4562717,02,2,2,02
01931,647.9871845,05,2,7,05
01932,84.055763395,06,1,40,17
01933,52.347346111,07,2,80,05
01934,23.717553485,08,2,80,13
01935,1145.0798138,03,2,6,05
01936,1851.6697201,02,2,3,26
01937,1387.0765871,02,2,0,01
01938,19.690263031,06,2,170,02
01939,1461.8570616,04,2,10,02
01940,53.724372726,07,2,250,02
01941,308.205725,03,2,8,02
01942,1879.4560061,02,2,2,06
01943,84.055763395,07,1,280,17
01944,1522.9817889,02,2,0,01
01945,583.6267448,04,2,6,13
01946,48.841044419,08,2,850,02
01947,15.945623796,08,1,65,07
01948,360.20249118,06,2,16,05
01949,2249.135161,02,2,3,02
01950,1807.4628666,02,2,1,25
01951,697.46961475,03,2,15,15
01952,1107.7533448,05,2,12,26
01953,60.115798625,07,2,27,91
01954,62.963331987,09,2,80,05
01955,1879.4560061,02,2,9,08
01956,692.22122089,04,2,10,05
01957,4.2903782569,09,1,1800,16
01958,1155.42801,04,2,2,13
01959,1484.5150471,02,2,1,25
01960,1522.9817889,02,2,6,08
01961,62.584971321,07,1,30,05
01962,1868.403437,02,2,1,26
01963,1892.4562717,02,2,6,12
01964,6.6318618244,08,1,1500,16
01965,151.9051152,08,2,3,05
01966,177.34464265,05,2,30,23
01967,31.847187548,09,2,200,05
01968,6.6318618244,08,1,800,16
01969,270.10842289,05,2,0,01
01970,86.870506742,08,1,1000,02
01971,1707.6367113,02,2,2,15
01972,1130.4747375,05,2,20,02
01973,1828.0523467,03,2,7,05
01974,15.945623796,08,2,225,14
01975,52.146233763,03,2,10,08
01976,25.322576596,08,2,700,02
01977,1849.1849629,02,2,8,14
01978,139.16995492,08,2,182,14
01979,3782.1801042,02,2,2,05
01980,440.0460563,05,2,25,23
01981,84.055763395,07,2,50,14
01982,1851.6697201,02,2,2,26
01983,64.868836571,07,2,450,02
01984,1655.242098,03,2,6,91
01985,1381.4211073,02,2,2,26
01986,4637.8512935,03,2,0,05
01987,9.2846065541,08,1,250,16
01988,1390.8740006,04,2,5,06
01989,126.64688796,06,1,100,16
01990,25.322576596,08,2,400,25
01991,828.32551393,02,2,4,14
01992,50.31915606,07,1,450,02
01993,1849.1849629,02,2,4,14
01994,30.232587346,09,1,750,16
01995,143.94634909,06,2,30,13
01996,1551.9389503,03,2,0,05
01997,499.1203535,06,1,17,18
01998,711.79745482,06,2,112,05
01999,918.02992474,04,2,15,06
02000,1807.4628666,03,2,6,26
02001,1667.7551609,04,2,23,02
02002,48.841044419,06,2,65,02
02003,469.38782931,05,2,30,13
02004,69.915839218,06,2,6,05
02005,503.86330813,04,2,18,14
02006,777.87987978,03,2,12,15
02007,1117.7421223,04,2,20,25
02008,249.44526964,06,2,13,25
02009,1117.7421223,04,2,20,05
02010,529.06868544,04,2,35,15
02011,222.03814139,06,2,280,02
02012,5.0164338376,10,1,1000,13
02013,999.6651043,02,2,3,14
02014,9.097738099,10,1,4250,16
02015,64.043123932,08,2,220,23
02016,1879.4560061,02,2,3,02
02017,90.622000825,08,1,150,18
02018,1807.4628666,02,2,2,26
02019,1162.262962,03,2,3,12
02020,57.663166113,07,2,350,02
02021,30.431064391,08,2,500,14
02022,692.22122089,04,2,4,05
02023,2140.9064605,04,1,8,18
02024,968.32406379,04,2,20,14
02025,767.30942842,06,1,50,05
02026,324.95340078,07,1,70,12
02027,86.870506742,06,2,30,05
02028,1387.0765871,02,2,1,26
02029,62.703017691,07,2,80,05
02030,196.22661191,05,1,48,05
02031,1879.4560061,02,2,1,02
02032,1667.7551609,02,2,2,14
02033,26.585531113,07,1,415,16
02034,1851.6697201,02,1,2,06
02035,52.146233763,07,1,65,25
02036,788.00495761,03,2,15,26
02037,144.55799843,07,2,81,23
02038,17.191258213,08,1,75,18
02039,1559.8286174,02,2,4,02
02040,787.07922084,05,2,30,14
02041,25.322576596,09,2,200,24
02042,90.370908183,08,1,65,07
02043,1879.4560061,03,2,5,06
02044,9.2846065541,08,1,750,16
02045,4637.8512935,02,2,4,26
02046,1849.1849629,03,2,9,02
02047,503.86330813,04,2,1750,14
02048,90.622000825,08,1,120,13
02049,4.2903782569,10,1,3000,16
02050,25.322576596,09,1,2500,02
02051,1868.403437,02,2,2,06
02052,1162.262962,02,2,1,12
02053,207.13166685,07,2,40,14
02054,151.9051152,07,2,80,05
02055,86.870506742,08,2,250,05
02056,1849.1849629,03,2,20,14
02057,1522.9817889,02,2,1,12
02058,63.073938349,06,2,10,13
02059,120.94951517,07,2,89,23
02060,887.44188343,02,2,3,26
02061,1667.7551609,03,2,5,25
02062,159.84475525,07,2,5,05
02063,788.00495761,03,2,10,02
02064,1451.6174232,02,2,10,02
02065,4.6513930349,09,1,4000,16
02066,1387.0765871,04,2,1,26
02067,79.349652692,06,1,50,17
02068,158.29956057,07,2,250,91
02069,787.07922084,04,2,12,12
02070,52.146233763,08,2,200,24
02071,30.431064391,08,1,495,02
02072,1145.0798138,04,2,75,02
02073,9.2846065541,09,1,1700,16
02074,1461.8570616,04,2,0,01
02075,6.6885784501,09,1,2000,13
02076,857.77359907,04,2,2,13
02077,692.22122089,02,1,0,05
02078,239.38538189,07,1,4,18
02079,139.16995492,07,2,60,14
02080,31.847187548,08,2,400,02
02081,1807.4628666,02,2,5,13
02082,25.322576596,08,2,450,02
02083,887.44188343,02,2,2,02
02084,7.1506304282,09,1,1300,16
02085,484.85166373,04,2,17,14
02086,1276.538624,02,2,4,08
02087,84.055763395,07,1,25,17
02088,48.841044419,08,2,20,02
02089,75.266531991,08,2,15,05
02090,1807.4628666,03,2,3,13
02091,233.30275282,06,2,150,02
02092,84.055763395,08,2,175,14
02093,15.945623796,08,2,100,14
02094,1807.4628666,02,2,3,12
02095,751.72654486,06,2,55,13
02096,308.205725,05,1,13,18
02097,23.251171658,08,2,50,13
02098,1484.5150471,03,2,3,25
02099,2396.7342053,02,2,0,07
02100,209.09996186,06,2,50,14
02101,887.44188343,02,2,7,15
02102,1130.4747375,03,2,12,05
02103,9.0929192199,08,1,400,16
02104,25.322576596,08,2,950,02
02105,9.2846065541,08,1,600,16
02106,7.5774326833,08,1,165,18
02107,239.38538189,04,2,11,14
02108,1807.4628666,03,2,9,25
02109,1559.8286174,02,2,3,91
02110,6.6318618244,08,1,1082,16
02111,1155.42801,04,2,12,12
02112,961.78281331,03,2,2,15
02113,599.20992382,02,2,8,08
02114,626.86457515,03,2,6,25
02115,961.78281331,02,2,3,15
02116,239.38538189,08,2,50,14
02117,1522.9817889,02,2,3,02
02118,51.110778412,07,1,125,05
02119,1117.7421223,03,2,12,02
02120,242.08690218,06,2,83,14
02121,484.85166373,03,2,6,14
02122,976.41747061,02,2,5,02
02123,1879.4560061,04,2,36,26
02124,1807.4628666,02,2,4,08
02125,1834.9655411,03,2,8,11
02126,276.95327433,05,2,17,12
02127,503.86330813,05,1,11,17
02128,3.9791170946,10,1,2000,16
02129,484.85166373,03,2,45,14
02130,961.78281331,03,2,14,08
02131,2140.9064605,02,2,3,02
02132,25.322576596,08,2,1250,02
02133,653.84310688,05,2,17,13
02134,1791.3103533,03,2,14,02
02135,1145.0798138,04,2,4,12
02136,1807.4628666,02,1,4,13
02137,2005.5125422,02,2,4,05
02138,15.285641192,07,1,150,17
02139,2249.135161,02,1,13,06
02140,84.58932707,06,2,75,14
02141,276.95327433,05,2,20,12
02142,1461.8570616,02,2,1,13
02143,1134.749884,05,2,71,02
02144,1117.7421223,03,2,8,26
02145,259.35186162,06,1,15,18
02146,115.00317705,06,2,25,13
02147,207.13166685,06,2,50,14
02148,10.010882599,09,1,1500,16
02149,48.841044419,08,2,500,02
02150,74.844960294,07,2,45,05
02151,653.84310688,05,2,36,26
02152,145.50390319,06,2,130,08
02153,1879.4560061,02,2,2,02
02154,62.584971321,09,2,250,13
02155,1145.0798138,02,2,2,13
02156,4.9021003888,09,1,1200,16
02157,1559.8286174,02,2,3,13
02158,1145.0798138,04,2,4,05
02159,1849.1849629,03,2,7,13
02160,24.824633604,08,2,60,05
02161,52.146233763,05,2,51,23
02162,1387.0765871,02,2,5,13
02163,1828.0523467,03,2,4,02
02164,10.855829416,09,2,1400,02
02165,356.19828827,05,2,2,01
02166,1879.4560061,04,2,3,13
02167,19.690263031,07,1,150,16
02168,1849.1849629,02,2,0,18
02169,385.90781293,05,2,28,14
02170,84.055763395,09,1,525,18
02171,1667.7551609,02,2,2,15
02172,1522.9817889,02,2,4,26
02173,657.71092576,02,1,1,06
02174,1879.4560061,02,2,3,06
02175,90.622000825,08,1,15,18
02176,1868.403437,02,1,5,06
02177,1849.1849629,02,2,2,14
02178,1667.7551609,02,2,1,25
02179,62.141439538,07,2,90,25
02180,1879.4560061,02,2,1,12
02181,111.17293366,06,1,120,16
02182,1879.4560061,02,1,2,06
02183,887.44188343,02,2,5,15
02184,9.2846065541,08,1,600,16
02185,19.690263031,08,2,0,01
02186,175.75631596,06,2,8,05
02187,3782.1801042,02,2,9,05
02188,7.1506304282,10,1,800,16
02189,887.44188343,02,2,9,15
02190,1522.9817889,02,2,4,23
02191,440.0460563,04,2,48,08
02192,356.19828827,04,1,5,18
02193,392.2691563,07,2,35,14
02194,4.54645961,09,1,2000,16
02195,9.2846065541,07,1,150,16
02196,1879.4560061,02,2,3,06
02197,1868.403437,02,2,2,13
02198,1047.883139,02,2,5,02
02199,1851.6697201,02,2,1,02
02200,1879.4560061,02,1,0,13
02201,23.251171658,08,2,35,13
02202,1807.4628666,02,2,5,02
02203,1791.3103533,02,2,2,25
02204,1130.4747375,05,1,27,02
02205,1667.7551609,02,2,7,15
02206,15.945623796,07,1,40,18
02207,1390.8740006,02,2,3,25
02208,1729.17335,03,2,2,25
02209,30.431064391,08,2,250,14
02210,19.690263031,08,2,550,02
02211,583.35116997,05,1,9,07
02212,1828.0523467,05,2,1,05
02213,4.2903782569,09,1,1000,16
02214,583.35116997,04,2,8,14
02215,259.35186162,07,2,70,14
02216,1197.3864068,02,2,2,25
02217,32.808267167,08,1,15,18
02218,226.82776714,02,2,4,15
02219,1867.0570666,02,2,0,01
02220,887.44188343,02,2,7,15
02221,48.841044419,08,2,55,25
02222,175.75631596,06,2,34,12
02223,52.146233763,08,2,178,23
02224,751.72654486,05,2,25,14
02225,1451.6174232,02,2,2,26
02226,1667.7551609,02,2,2,25
02227,880.78346233,02,2,7,15
02228,1791.3103533,02,2,6,08
02229,7.5774326833,08,2,500,08
02230,1807.4628666,02,2,0,13
02231,1023.6082023,02,2,12,12
02232,198.79168587,07,1,205,16
02233,545.858121,05,2,0,01
02234,1849.1849629,02,2,6,14
02235,196.32203422,06,1,40,17
02236,678.05409664,02,2,5,08
02237,1879.4560061,02,2,1,26
02238,360.21806967,06,2,50,14
02239,1117.7421223,04,2,30,05
02240,9.0929192199,08,1,200,16
02241,57.663166113,07,2,375,02
02242,23.717553485,08,2,1190,02
02243,961.78281331,04,2,24,23
02244,1655.242098,03,2,0,13
02245,52.146233763,08,2,102,12
02246,1117.7421223,03,2,11,26
02247,6.6318618244,08,1,700,16
02248,810.40542332,02,2,6,15
02249,1484.5150471,03,2,1,12
02250,9.2846065541,08,1,393,16
02251,19.690263031,08,2,1900,02
02252,692.22122089,05,1,20,05
02253,177.34464265,06,1,22,05
02254,23.717553485,09,2,250,05
02255,84.055763395,07,2,140,14
02256,1484.5150471,02,2,2,15
02257,23.717553485,09,2,8,05
02258,1667.7551609,02,2,0,12
02259,1868.403437,02,2,3,14
02260,360.20249118,06,2,25,05
02261,751.72654486,04,1,10,18
02262,1729.17335,02,2,4,02
02263,1031.3463294,04,2,0,13
02264,1117.7421223,02,2,3,26
02265,196.22661191,06,2,25,14
02266,212.42624205,07,1,14,18
02267,197.74486107,08,2,45,05
02268,6.6318618244,10,1,2400,16
02269,657.71092576,05,2,47,14
02270,249.44526964,05,2,35,25
02271,1451.6174232,02,2,6,15
02272,972.73883815,03,2,45,15
02273,2003.5261232,06,2,14,05
02274,17.395225959,09,1,528,07
02275,1729.17335,02,1,5,26
02276,84.055763395,06,2,65,14
02277,1162.262962,05,2,17,13
02278,2140.9064605,02,1,10,07
02279,53.724372726,07,1,600,02
02280,1807.4628666,02,2,3,25
02281,17.191258213,08,1,80,18
02282,16.670351903,08,1,400,08
02283,1868.403437,02,2,0,26
02284,308.205725,05,2,23,14
02285,545.858121,04,2,6,25
02286,972.73883815,02,2,12,15
02287,1387.0765871,02,2,30,13
02288,904.01813769,04,2,2,12
02289,25.322576596,08,2,100,02
02290,74.844960294,03,2,6,02
02291,887.44188343,02,2,3,02
02292,1868.403437,04,2,21,23
02293,3855.0841305,03,1,0,05
02294,279.45612766,06,2,50,25
02295,48.841044419,08,2,10,05
02296,1807.4628666,02,2,15,23
02297,657.71092576,06,1,123,91
02298,1667.7551609,02,2,8,02
02299,1851.6697201,02,2,7,02
02300,1868.403437,03,2,7,26
02301,829.47092326,04,2,15,26
02302,4.6524983211,10,2,2500,02
02303,657.71092576,05,2,80,25
02304,281.10925465,07,2,30,05
02305,1807.4628666,02,2,2,02
02306,1851.6697201,02,2,2,05
02307,90.622000825,08,1,20,18
02308,62.963331987,07,1,90,05
02309,653.84310688,02,2,2,02
02310,583.35116997,03,1,6,07
02311,2249.135161,02,2,3,02
02312,124.45202455,08,2,100,08
02313,23.251171658,08,2,250,13
02314,1655.242098,03,2,14,26
02315,1851.6697201,03,2,4,05
02316,1807.4628666,02,2,1,25
02317,1807.4628666,03,2,2,26
02318,62.141439538,09,2,1685,02
02319,23.717553485,08,2,900,07
02320,3231.2895441,04,2,3,05
02321,2140.9064605,02,1,8,18
02322,1461.8570616,02,2,1,02
02323,583.35116997,03,2,5,13
02324,624.95414063,04,2,25,14
02325,1381.4211073,02,2,2,26
02326,11.073115611,09,1,1600,16
02327,1867.0570666,03,2,0,05
02328,311.1344891,05,2,39,14
02329,1197.3864068,04,2,16,15
02330,1667.7551609,02,1,3,06
02331,1387.0765871,02,2,0,01
02332,1484.5150471,03,2,1,02
02333,1197.3864068,02,2,1,25
02334,657.71092576,05,2,3,12
02335,143.94634909,06,2,75,06
02336,657.71092576,06,2,4,13
02337,1162.262962,04,2,7,23
02338,3862.6919854,02,1,2,05
02339,19.690263031,08,2,244,23
02340,265.00036535,06,2,80,02
02341,52.146233763,08,2,400,02
02342,23.717553485,08,2,884,02
02343,84.055763395,08,2,130,14
02344,918.02992474,05,2,6,25
02345,1559.8286174,02,2,1,12
02346,9.2846065541,08,1,600,16
02347,1130.4747375,05,2,5,12
02348,86.870506742,07,2,15,01
02349,632.51710677,05,2,90,02
02350,1729.17335,03,2,15,06
02351,653.84310688,05,1,50,02
02352,1451.6174232,02,2,3,13
02353,585.9311209,04,2,10,15
02354,20.286163617,07,2,350,02
02355,84.055763395,07,2,160,14
02356,1522.9817889,02,2,0,01
02357,7.1506304282,09,1,1800,16
02358,84.055763395,07,2,60,14
02359,179.59592524,07,2,77,14
02360,15.945623796,08,2,125,14
02361,880.78346233,02,2,4,15
02362,15.945623796,10,1,600,18
02363,1791.3103533,02,2,4,25
02364,632.51710677,04,2,4,12
02365,653.84310688,04,2,4,12
02366,129.51705308,04,2,20,08
02367,48.841044419,08,2,230,13
02368,1522.5900193,04,2,5,05
02369,1522.5900193,05,2,5,05
02370,787.07922084,04,2,2,12
02371,751.72654486,04,2,25,02
02372,1729.17335,02,2,12,02
02373,1655.242098,03,2,2,25
02374,31.847187548,08,2,200,05
02375,1274.2560839,02,2,1,25
02376,25.322576596,09,2,1300,02
02377,639.7223438,04,2,10,05
02378,226.82776714,03,2,20,08
02379,1879.4560061,02,2,1,26
02380,1729.17335,02,2,2,02
02381,941.81790866,04,2,16,12
02382,372.89293923,06,2,0,01
02383,158.29956057,06,2,86,23
02384,57.663166113,07,2,271,02
02385,1130.4747375,04,2,20,05
02386,953.18777657,03,2,10,08
02387,17.191258213,07,1,100,18
02388,2.8602521713,09,1,1800,16
02389,23.717553485,02,2,4,02
02390,362.06989684,07,1,75,04
02391,17.191258213,10,1,800,18
02392,139.16995492,07,2,85,14
02393,1031.3463294,04,2,3,06
02394,308.205725,04,1,2,18
02395,614.73664648,04,2,19,15
02396,12.123892293,08,1,1000,16
02397,239.38538189,03,2,0,01
02398,9.2846065541,08,1,600,16
02399,299.39484032,05,2,50,14
02400,1831.778257,02,2,1,02
02401,920.12358315,02,2,7,15
02402,30.431064391,08,2,80,13
02403,1162.262962,04,2,35,25
02404,62.65939721,07,2,26,05
02405,55.969326157,06,2,175,02
02406,9.2846065541,08,1,600,16
02407,2140.9064605,02,2,1,14
02408,1341.3092902,02,2,0,13
02409,1381.4211073,02,2,1,26
02410,1162.262962,04,2,12,01
02411,178.39372759,07,2,100,25
02412,941.81790866,05,2,10,13
02413,242.08690218,06,2,62,14
02414,209.09996186,07,2,65,14
02415,209.09996186,05,2,40,14
02416,274.454839,06,1,60,07
02417,1522.9817889,02,2,2,02
02418,17.191258213,07,2,30,14
02419,1274.2560839,02,2,6,02
02420,4458.2100608,02,1,1,05
02421,311.1344891,04,2,13,14
02422,2140.9064605,03,2,24,07
02423,3231.2895441,02,2,0,13
02424,316.26326145,04,2,20,14
02425,1276.538624,02,2,1,15
02426,1155.42801,03,2,19,05
02427,139.16995492,07,2,90,14
02428,1559.8286174,03,2,9,02
02429,751.72654486,04,2,44,02
02430,63.073938349,04,2,15,14
02431,25.322576596,06,2,2,13
02432,52.146233763,08,2,140,14
02433,440.0460563,04,1,25,08
02434,19.690263031,08,1,1250,04
02435,144.55799843,07,2,168,23
02436,1807.4628666,03,2,18,23
02437,1145.0798138,05,2,47,08
02438,1461.8570616,02,2,3,02
02439,507.98988438,05,2,4,12
02440,1031.3463294,04,2,25,25
02441,1879.4560061,02,2,12,25
02442,242.08690218,06,2,70,14
02443,1879.4560061,02,2,4,14
