id,w,square footage,24-Hour,number,activity
00799,1484.5150471,04,2,9,13
00800,1170.3023772,03,2,30,02
00801,961.78281331,02,2,8,15
00802,1879.4560061,02,2,6,26
00803,30.431064391,07,2,260,14
00804,1559.8286174,02,2,0,91
00805,25.322576596,10,1,6500,02
00806,366.15594072,07,2,124,14
00807,445.92272757,05,2,35,02
00808,1791.3103533,02,2,5,26
00809,52.146233763,06,2,100,02
00810,579.24782974,02,2,5,25
00811,316.26326145,04,2,20,14
00812,4637.8512935,03,1,0,05
00813,972.73883815,04,1,20,05
00814,1522.9817889,02,2,0,12
00815,84.055763395,07,2,120,14
00816,1655.242098,02,2,5,23
00817,1381.4211073,03,2,0,01
00818,1807.4628666,02,2,9,02
00819,1559.8286174,03,2,1,12
00820,1851.6697201,02,2,1,05
00821,941.81790866,03,2,21,23
00822,1828.0523467,03,2,10,25
00823,9.2846065541,08,1,600,16
00824,25.322576596,10,2,1059,02
00825,1879.4560061,03,2,5,02
00826,583.35116997,04,1,10,07
00827,789.93659277,03,2,6,02
00828,1484.5150471,02,2,13,02
00829,1667.7551609,02,2,12,02
00830,247.57369734,06,2,130,02
00831,1807.4628666,03,1,8,06
00832,336.40197304,04,2,4,25
00833,1197.3864068,02,2,7,08
00834,25.322576596,08,2,2,05
00835,1729.17335,02,1,7,18
00836,1828.0523467,02,2,1,12
00837,48.841044419,08,2,65,05
00838,1484.5150471,02,2,1,02
00839,114.35627865,06,2,150,08
00840,1461.8570616,02,2,1,26
00841,657.71092576,05,2,8,12
00842,1274.2560839,03,2,15,02
00843,17.955471492,08,1,1350,16
00844,233.30275282,05,2,30,25
00845,362.06989684,07,2,60,14
00846,1341.3092902,02,2,2,26
00847,499.1203535,04,1,3,07
00848,1867.0570666,03,2,0,05
00849,503.86330813,04,2,12,13
00850,1868.403437,03,2,10,02
00851,887.44188343,03,1,30,17
00852,52.146233763,08,2,93,23
00853,1155.42801,06,2,50,02
00854,290.5657405,08,2,136,23
00855,1791.3103533,03,2,4,26
00856,907.84132574,03,2,20,15
00857,15.285641192,08,1,393,16
00858,23.717553485,02,2,13,02
00859,1807.4628666,02,2,4,26
00860,259.35186162,05,2,33,14
00861,316.08389453,05,1,7,18
00862,25.322576596,09,2,250,24
00863,1834.9655411,02,2,17,08
00864,207.13166685,06,2,29,14
00865,1879.4560061,02,2,2,06
00866,279.45612766,07,2,100,14
00867,1868.403437,02,2,4,06
00868,207.13166685,06,2,105,14
00869,116.39372242,08,2,130,07
00870,503.86330813,03,2,2,14
00871,1807.4628666,02,2,11,12
00872,2140.9064605,02,2,2,14
00873,1868.403437,02,2,4,26
00874,25.322576596,10,2,2300,02
00875,904.01813769,04,2,7,02
00876,1667.7551609,03,2,10,05
00877,1828.0523467,03,2,7,05
00878,1667.7551609,03,2,7,26
00879,270.6414711,04,2,0,05
00880,1031.3463294,02,2,3,12
00881,1807.4628666,02,2,4,26
00882,2140.9064605,04,2,26,14
00883,311.6023823,06,2,90,12
00884,1868.403437,02,2,2,26
00885,1879.4560061,03,2,1,13
00886,511.87856803,04,1,6,18
00887,356.19828827,06,2,20,14
00888,532.96366558,04,2,9,05
00889,52.347346111,07,2,16,13
00890,52.146233763,04,2,20,02
00891,281.10925465,02,2,12,14
00892,1807.4628666,03,2,1,12
00893,63.073938349,08,2,350,02
00894,1023.6082023,04,2,22,02
00895,1868.403437,02,2,3,25
00896,751.72654486,03,1,3,18
00897,63.073938349,06,2,30,13
00898,15.285641192,08,1,333,04
00899,953.18777657,02,2,1,15
00900,788.00495761,03,2,7,23
00901,1879.4560061,02,2,1,01
00902,115.00317705,07,2,0,01
00903,281.10925465,03,2,7,02
00904,10.010882599,09,1,2000,16
00905,1522.9817889,02,2,0,01
00906,15.945623796,08,2,60,14
00907,336.40197304,06,2,47,14
00908,53.724372726,07,1,650,02
00909,138.56608864,07,2,92,14
00910,125.65044,07,2,175,07
00911,19.690263031,06,2,91,23
00912,209.09996186,06,2,65,14
00913,1031.3463294,03,2,0,01
00914,1667.7551609,03,2,8,25
00915,751.72654486,04,2,66,02
00916,9.2846065541,08,1,800,16
00917,751.72654486,04,2,25,14
00918,23.717553485,08,2,750,02
00919,1031.3463294,02,2,13,25
00920,23.717553485,10,2,400,24
00921,624.95414063,04,2,20,14
00922,1667.7551609,02,2,4,13
00923,19.690263031,08,1,240,16
00924,356.19828827,07,1,30,13
00925,657.71092576,04,2,40,02
00926,9.2846065541,09,1,1000,16
00927,25.322576596,08,2,99,05
00928,196.22661191,02,2,7,26
00929,697.46961475,04,2,10,02
00930,84.055763395,05,2,20,14
00931,1879.4560061,04,2,3,05
00932,637.12804194,06,2,2,23
00933,90.622000825,07,1,40,18
00934,7.1506304282,09,1,1800,16
00935,908.28279654,03,2,76,02
00936,4.2903782569,10,1,2500,16
00937,4637.8512935,02,2,0,05
00938,1849.1849629,02,2,2,14
00939,2140.9064605,03,1,5,07
00940,1868.403437,02,2,5,15
00941,233.30275282,05,2,15,26
00942,23.717553485,09,2,1548,02
00943,139.16995492,07,2,120,14
00944,692.22122089,04,2,7,05
00945,158.29956057,07,2,25,13
00946,19.690263031,08,1,200,16
00947,311.1344891,03,2,10,14
00948,48.841044419,04,2,1,12
00949,4.9021003888,10,1,1000,16
00950,6.6885784501,10,1,6500,13
00951,1807.4628666,02,2,10,12
00952,1162.262962,03,2,7,02
00953,1667.7551609,03,2,6,25
00954,281.10925465,06,2,30,23
00955,1828.0523467,02,2,1,26
00956,285.33491039,07,2,220,02
00957,1807.4628666,02,2,1,13
00958,918.02992474,04,2,2,05
00959,7.1506304282,09,1,1500,16
00960,1849.1849629,05,2,1,18
00961,1461.8570616,03,2,14,02
00962,360.21806967,03,1,5,07
00963,61.085793927,06,1,95,02
00964,738.0878727,02,2,4,15
00965,86.870506742,08,1,75,05
00966,3855.0841305,02,2,2,02
00967,1667.7551609,04,2,5,13
00968,281.10925465,05,2,200,02
00969,9.0929192199,08,1,393,16
00970,1276.538624,02,2,2,26
00971,84.58932707,06,1,75,14
00972,1117.7421223,04,2,17,23
00973,738.0878727,03,2,12,15
00974,16.061795128,09,1,300,16
00975,177.34464265,06,2,45,14
00976,120.94951517,07,2,89,23
00977,829.47092326,04,2,6,26
00978,1879.4560061,02,2,2,26
00979,1851.6697201,02,2,3,02
00980,2.3486131363,08,2,500,08
00981,1868.403437,02,2,2,26
00982,50.31915606,07,2,441,02
00983,1667.7551609,02,2,1,12
00984,1807.4628666,02,2,4,15
00985,1145.0798138,03,2,20,02
00986,212.42624205,06,2,80,14
00987,1155.42801,04,2,1,01
00988,941.81790866,05,2,12,12
00989,1667.7551609,02,2,15,02
00990,972.73883815,02,1,10,15
00991,1117.7421223,04,2,14,23
00992,48.841044419,06,2,200,02
00993,897.68590511,04,2,2,13
00994,1276.538624,02,2,1,15
00995,964.60413185,03,2,30,02
00996,28.765975219,07,2,5,11
00997,62.963331987,09,2,346,05
00998,31.847187548,07,2,60,05
00999,139.16995492,06,2,42,14
01000,181.0753557,07,2,400,02
01001,918.02992474,04,2,4,25
01002,1807.4628666,04,2,8,02
01003,1667.7551609,03,2,6,05
01004,1868.403437,03,2,19,02
01005,259.35186162,05,2,25,14
01006,1484.5150471,02,2,2,26
01007,177.34464265,07,2,162,23
01008,48.841044419,09,2,386,05
01009,62.963331987,07,2,17,11
01010,84.055763395,07,1,50,17
01011,17.175886383,08,1,80,17
01012,887.44188343,03,2,25,15
01013,1484.5150471,02,2,0,13
01014,308.205725,04,1,3,18
01015,313.28621931,06,1,70,17
01016,1484.5150471,02,2,3,02
01017,1807.4628666,02,2,5,13
01018,9.2846065541,08,1,350,16
01019,63.133839294,07,2,25,05
01020,2.6527447297,10,1,2240,16
01021,124.45202455,08,2,380,08
01022,48.841044419,05,2,35,05
01023,23.717553485,10,1,800,05
01024,356.19828827,05,1,80,07
01025,1667.7551609,02,2,1,02
01026,1655.242098,03,2,7,26
01027,62.703017691,06,2,25,13
01028,1117.7421223,04,2,10,25
01029,1667.7551609,02,2,0,05
01030,276.95327433,05,2,32,23
01031,941.81790866,02,2,6,02
01032,52.146233763,08,2,320,02
01033,1867.0570666,05,1,0,05
01034,632.51710677,04,2,75,26
01035,32.985298841,08,2,400,08
01036,3.9791170946,09,1,3750,16
01037,1031.3463294,04,2,30,06
01038,583.35116997,04,2,3,13
01039,392.2691563,06,2,64,14
01040,1868.403437,02,2,3,12
01041,1868.403437,02,2,3,15
01042,84.055763395,07,1,30,18
01043,1868.403437,03,2,4,25
01044,1155.42801,03,2,5,01
01045,1031.3463294,02,2,2,91
01046,23.251171658,08,2,135,02
01047,52.146233763,08,2,254,08
01048,1849.1849629,04,2,15,13
01049,48.841044419,08,2,50,05
01050,1868.403437,02,2,1,12
01051,1130.4747375,03,2,10,26
01052,50.31915606,07,2,225,02
01053,653.05875273,04,1,45,17
01054,308.205725,06,2,29,14
01055,1117.7421223,04,2,13,26
01056,3782.1801042,02,2,0,01
01057,84.58932707,08,2,60,14
01058,961.78281331,03,2,4,25
01059,723.04483703,04,2,19,02
01060,1197.3864068,04,2,25,15
01061,1868.403437,02,2,3,08
01062,15.945623796,07,2,249,14
01063,32.808267167,07,2,270,14
01064,61.6518368,05,2,40,02
01065,82.963714446,06,2,96,05
01066,227.79159189,06,2,150,02
01067,23.717553485,04,2,5,12
01068,1196.8044172,02,2,5,15
01069,1390.8740006,04,2,27,23
01070,1879.4560061,02,2,4,12
01071,1387.0765871,03,2,2,13
01072,1130.4747375,04,2,19,02
01073,1791.3103533,04,2,2,26
01074,657.71092576,04,2,22,02
01075,171.86695171,06,2,62,14
01076,28.039253865,06,2,80,08
01077,365.05873439,08,2,3,05
01078,964.60413185,06,2,55,23
01079,207.13166685,06,1,31,07
01080,281.10925465,03,2,5,02
01081,1879.4560061,02,2,3,02
01082,315.40679836,07,2,100,05
01083,964.60413185,05,2,35,02
01084,226.40193913,08,2,50,05
01085,7.1506304282,09,1,2000,16
01086,62.141439538,07,2,800,08
01087,23.717553485,09,1,650,18
01088,1007.0093005,03,2,5,08
01089,857.77359907,04,2,4,13
01090,503.86330813,04,2,0,01
01091,4637.8512935,02,2,0,05
01092,17.191258213,08,1,95,18
01093,9.2846065541,08,1,550,16
01094,499.1203535,04,1,3,18
01095,48.841044419,07,2,25,25
01096,125.65044,07,2,100,14
01097,178.39372759,06,2,75,23
01098,624.95414063,04,2,0,01
01099,1851.6697201,02,2,12,02
01100,4.0706374598,08,2,1700,02
01101,23.717553485,08,2,900,02
01102,336.40197304,03,2,4,25
01103,1130.4747375,03,2,8,02
01104,1807.4628666,03,2,13,23
01105,3855.0841305,02,1,0,05
01106,1461.8570616,03,2,2,26
01107,639.7223438,04,2,9,23
01108,9.2846065541,08,1,1100,16
01109,62.963331987,07,1,12,05
01110,4458.2100608,02,2,1,26
01111,10.010882599,09,1,650,16
01112,583.6267448,05,2,40,25
01113,48.841044419,06,2,350,02
01114,30.431064391,08,1,175,18
01115,48.841044419,02,2,3,13
01116,1879.4560061,03,2,14,26
01117,48.365924327,06,1,50,91
01118,90.370908183,07,2,20,05
01119,281.10925465,05,1,48,05
01120,1868.403437,03,2,3,12
01121,964.60413185,02,2,0,26
01122,84.58932707,06,2,33,14
01123,1461.8570616,02,2,2,13
01124,4.2903782569,10,1,3750,16
01125,4.6524983211,09,2,1800,02
01126,1868.403437,03,2,2,02
01127,281.10925465,06,2,200,02
01128,207.13166685,05,1,12,18
01129,249.44526964,05,2,148,02
01130,1197.3864068,02,2,4,15
01131,857.77359907,05,2,2,12
01132,23.717553485,10,1,22,05
01133,52.146233763,05,2,100,02
01134,1117.7421223,03,2,5,05
01135,20.286163617,07,2,300,02
01136,1807.4628666,03,2,3,12
01137,941.81790866,04,2,35,02
01138,729.56464046,03,2,13,02
01139,1667.7551609,02,2,6,02
01140,315.52020061,06,1,25,17
01141,1729.17335,04,2,0,13
01142,52.146233763,08,2,75,14
01143,1145.0798138,04,2,4,26
01144,1849.1849629,02,2,2,14
01145,32.348803111,10,1,1400,16
01146,75.266531991,07,2,100,05
01147,964.60413185,03,2,3,13
01148,1130.4747375,04,2,50,02
01149,143.94634909,07,2,50,13
01150,1300.8183306,04,2,2,05
01151,968.32406379,04,2,6,15
01152,632.51710677,04,2,7,26
01153,158.29956057,07,2,100,25
01154,1807.4628666,02,2,0,05
01155,1879.4560061,03,2,3,06
01156,3.4492280747,10,1,6500,16
01157,1897.1322128,04,1,50,07
01158,25.322576596,10,2,100,05
01159,810.40542332,03,2,23,23
01160,312.36674678,06,2,60,05
01161,1484.5150471,02,2,1,02
01162,729.56464046,05,2,58,23
01163,657.71092576,05,2,10,26
01164,1381.4211073,02,2,15,15
01165,308.205725,06,1,30,17
01166,84.055763395,06,1,25,17
01167,1851.6697201,02,2,30,13
01168,653.05875273,06,2,40,14
01169,239.38538189,05,2,22,14
01170,1274.2560839,02,2,5,06
01171,972.73883815,03,2,0,05
01172,63.073938349,09,2,388,24
01173,1341.3092902,02,2,0,01
01174,1791.3103533,02,2,3,02
01175,1341.3092902,04,2,0,01
01176,1791.3103533,02,2,3,02
01177,1300.8183306,02,2,3,05
01178,499.1203535,05,2,53,07
01179,1461.8570616,03,2,0,01
01180,163.09029398,07,2,430,02
01181,242.08690218,06,2,40,14
01182,226.82776714,05,2,10,26
01183,1390.8740006,02,2,5,02
01184,133.33774762,07,2,45,14
01185,1851.6697201,03,1,1,13
01186,1849.1849629,02,2,1,12
01187,1851.6697201,04,2,4,13
01188,3862.6919854,02,1,0,05
01189,1155.42801,04,1,8,18
01190,9.2846065541,08,2,200,08
01191,107.81993407,07,2,50,08
01192,139.16995492,07,2,140,14
01193,276.95327433,06,2,85,02
01194,1300.8183306,02,2,0,05
01195,1807.4628666,02,2,6,15
01196,632.51710677,05,2,155,02
01197,9.2846065541,08,1,500,17
01198,1729.17335,02,2,1,05
01199,1117.7421223,04,2,11,05
01200,1667.7551609,03,2,4,25
01201,751.72654486,03,1,3,18
01202,904.01813769,04,2,50,02
01203,1555.00164,04,2,30,26
01204,385.90781293,05,1,12,18
01205,242.08690218,05,1,35,07
01206,692.22122089,03,2,0,05
01207,583.35116997,05,2,19,14
01208,632.51710677,04,2,25,25
01209,1807.4628666,02,2,5,02
01210,1879.4560061,02,2,2,15
01211,1879.4560061,02,2,6,13
01212,267.92535532,06,2,52,12
01213,148.05541634,07,2,73,23
01214,1117.7421223,02,2,5,26
01215,273.99706838,06,2,120,08
01216,647.9871845,06,2,175,02
01217,1170.3023772,04,2,2,25
01218,579.24782974,05,2,75,02
01219,583.35116997,06,2,125,14
01220,55.969326157,06,2,220,02
01221,9.2846065541,07,2,0,01
01222,180.76062114,06,1,100,17
01223,1867.0570666,02,2,13,26
01224,293.74609262,06,2,50,05
01225,158.29956057,06,2,250,02
01226,3782.1801042,02,2,0,05
01227,1117.7421223,05,2,19,25
01228,503.86330813,04,2,25,14
01229,19.690263031,08,1,550,16
01230,961.78281331,02,2,1,02
01231,356.19828827,06,2,74,14
01232,1879.4560061,03,2,4,02
01233,1828.0523467,02,2,0,13
01234,143.94634909,03,2,20,02
01235,1522.9817889,03,2,0,05
01236,445.92272757,04,2,4,12
01237,15.945623796,07,2,139,14
01238,9.2846065541,08,1,600,16
01239,84.055763395,08,2,210,14
01240,324.95340078,03,1,1,05
01241,259.35186162,05,1,8,18
01242,1069.3275783,02,2,2,12
01243,697.46961475,03,2,3,15
01244,1849.1849629,03,1,15,07
01245,25.322576596,08,2,1000,02
01246,440.0460563,08,1,500,16
01247,1879.4560061,02,2,3,91
01248,1667.7551609,02,2,0,13
01249,1145.0798138,04,2,40,26
01250,1667.7551609,03,2,6,08
01251,1461.8570616,02,2,0,12
01252,1484.5150471,03,2,6,25
01253,63.073938349,08,1,31,13
01254,1828.0523467,04,2,4,25
01255,226.82776714,07,2,100,13
01256,17.71152962,07,1,300,02
01257,63.073938349,08,2,108,23
01258,1851.6697201,02,2,5,26
01259,1892.4562717,02,2,5,25
01260,1868.403437,03,2,9,12
01261,1851.6697201,02,2,1,26
01262,84.055763395,08,1,75,13
01263,499.1203535,03,2,16,26
01264,1807.4628666,03,1,35,15
01265,239.38538189,05,2,45,14
01266,1729.17335,02,2,0,01
01267,1879.4560061,02,2,6,14
01268,964.60413185,04,2,44,02
01269,1807.4628666,02,2,10,25
01270,1779.4119781,02,1,2,18
01271,624.92509447,07,2,200,08
01272,1791.3103533,02,2,8,02
01273,1130.4747375,04,2,9,23
01274,1162.262962,05,2,26,23
01275,6.6318618244,08,1,800,16
01276,1867.0570666,02,2,1,05
01277,1559.8286174,02,2,2,26
01278,209.29973651,05,1,12,18
01279,27.428561132,05,1,75,04
01280,52.146233763,08,2,203,23
01281,3855.0841305,02,2,0,05
01282,1879.4560061,04,2,0,01
01283,789.93659277,02,1,20,15
01284,9.2846065541,08,1,1200,16
01285,120.94951517,06,2,30,14
01286,653.84310688,06,2,80,02
01287,276.95327433,06,2,200,02
01288,668.1222217,03,2,42,02
01289,52.146233763,08,2,81,23
01290,1155.42801,02,2,9,25
01291,144.55799843,06,1,80,02
01292,1879.4560061,02,2,7,02
01293,52.146233763,08,2,950,02
01294,1807.4628666,02,2,1,12
01295,519.50232556,03,2,12,02
01296,642.14159888,06,2,50,02
01297,1892.4562717,03,2,3,02
01298,6.6318618244,09,1,800,16
01299,17.175886383,08,2,250,14
01300,144.41219648,02,2,5,15
01301,105.83552153,06,2,15,05
01302,48.841044419,04,2,20,23
01303,3.9791170946,10,1,4250,16
01304,1867.0570666,05,2,14,25
01305,1868.403437,02,2,12,02
01306,1522.9817889,04,2,19,02
01307,308.205725,05,1,6,17
01308,1390.8740006,05,2,58,23
01309,1461.8570616,02,2,1,05
01310,1117.7421223,04,2,7,25
01311,360.21806967,05,2,40,14
01312,62.963331987,08,2,60,05
01313,1851.6697201,02,2,4,25
01314,772.43118787,03,2,10,15
01315,9.0929192199,09,1,3000,08
01316,19.618270868,08,1,600,16
01317,129.51705308,02,2,10,08
01318,1828.0523467,04,2,10,05
01319,519.50232556,02,2,5,91
01320,227.79159189,06,2,40,14
01321,74.844960294,08,1,500,13
01322,3782.1801042,03,2,0,01
01323,1868.403437,02,2,4,26
01324,887.44188343,02,2,20,15
01325,1879.4560061,02,2,10,08
01326,239.38538189,06,1,12,18
01327,32.808267167,08,1,5,18
01328,668.1222217,03,2,5,15
01329,48.841044419,08,2,200,02
01330,1162.262962,02,2,10,02
01331,157.11184884,06,2,77,05
01332,440.0460563,05,2,30,91
01333,1484.5150471,02,2,1,25
01334,50.31915606,07,2,350,02
01335,1868.403437,03,2,5,23
01336,155.15863019,06,2,150,08
01337,1892.4562717,02,1,5,06
01338,360.21806967,04,2,32,14
01339,789.93659277,03,2,5,15
01340,1807.4628666,03,2,6,12
01341,751.72654486,04,2,9,14
01342,15.945623796,10,1,400,18
01343,336.40197304,02,2,9,02
01344,73.697716743,06,2,12,02
01345,1879.4560061,03,2,3,25
01346,1851.6697201,02,2,4,02
01347,3231.2895441,02,1,0,05
01348,25.322576596,08,2,800,02
01349,1879.4560061,02,2,14,02
01350,3862.6919854,02,1,2,05
01351,1117.7421223,03,2,3,26
01352,163.09029398,07,2,600,02
01353,1381.4211073,02,2,2,26
01354,751.72654486,02,2,8,02
01355,114.35627865,05,2,24,23
01356,48.841044419,06,2,94,23
01357,751.72654486,04,1,50,07
01358,1522.9817889,02,1,2,06
01359,53.724372726,07,2,900,02
01360,25.322576596,09,1,200,05
01361,10.855829416,09,2,1574,02
01362,1807.4628666,02,2,8,02
01363,964.60413185,04,2,24,23
01364,1879.4560061,03,2,3,05
01365,1155.42801,03,2,0,01
01366,583.35116997,05,2,20,02
01367,62.141439538,09,2,2100,02
01368,579.24782974,05,2,7,13
01369,196.32203422,06,1,83,16
01370,23.717553485,09,2,0,01
01371,1559.8286174,03,2,2,26
01372,1828.0523467,02,2,4,13
01373,810.40542332,04,1,30,17
01374,920.12358315,02,2,1,15
01375,907.84132574,02,2,5,15
01376,1387.0765871,02,2,2,26
01377,111.17293366,06,2,181,08
01378,1196.8044172,02,2,5,15
01379,1522.9817889,02,2,2,26
01380,55.969326157,07,2,106,23
01381,787.07922084,03,2,1,26
01382,1879.4560061,02,2,4,15
01383,1851.6697201,02,2,6,02
01384,281.10925465,07,2,20,13
01385,729.56464046,02,2,0,01
01386,657.71092576,05,2,11,25
01387,1484.5150471,02,2,1,12
01388,11.323366706,08,1,350,16
01389,1828.0523467,03,2,3,25
01390,141.92588364,07,2,45,14
01391,226.82776714,06,2,500,02
01392,2140.9064605,02,2,8,13
01393,9.2846065541,09,1,850,16
01394,52.146233763,06,2,39,23
01395,1828.0523467,04,2,20,05
01396,1868.403437,02,2,2,02
01397,52.146233763,06,1,160,02
01398,503.86330813,03,2,5,14
01399,1484.5150471,02,2,1,26
01400,308.205725,04,1,3,18
01401,51.110778412,07,2,1,01
01402,177.34464265,05,2,125,02
01403,1117.7421223,05,2,90,02
01404,52.146233763,06,2,70,26
01405,1879.4560061,04,2,7,23
01406,597.1916627,03,2,6,14
01407,6.0619461466,09,1,2000,16
01408,503.86330813,04,2,25,14
01409,297.83933403,08,1,125,25
01410,1484.5150471,02,2,1,05
01411,34.879245372,09,1,700,16
01412,751.72654486,03,1,4,07
01413,585.9311209,04,2,35,08
01414,1879.4560061,02,2,3,26
01415,1655.242098,02,2,9,02
01416,519.50232556,05,2,6,25
01417,48.841044419,08,2,158,14
01418,9.0929192199,07,2,100,14
01419,1387.0765871,02,2,4,02
01420,3.9791170946,09,1,1800,16
01421,25.322576596,09,2,2100,02
01422,625.74288614,06,2,9,05
01423,1834.9655411,02,2,3,02
01424,57.663166113,07,1,25,02
01425,276.95327433,05,2,8,12
01426,639.7223438,05,2,12,25
01427,6.6318618244,09,1,2000,16
01428,362.23874018,05,2,20,14
01429,15.945623796,07,1,18,18
01430,1461.8570616,02,2,5,02
01431,1341.3092902,02,1,1,13
01432,1559.8286174,02,2,0,13
01433,1807.4628666,02,2,3,02
01434,482.28523333,05,2,30,05
01435,160.42583102,06,2,57,14
01436,1655.242098,03,2,2,12
01437,887.44188343,02,2,3,02
01438,1791.3103533,03,2,12,13
01439,63.510223076,08,2,1250,24
01440,25.322576596,09,2,600,24
01441,226.82776714,06,2,40,23
01442,75.266531991,08,2,150,05
01443,86.870506742,07,2,6,05
01444,15.238228374,08,2,125,11
01445,1162.262962,05,2,55,14
01446,1729.17335,02,2,0,05
01447,1791.3103533,02,2,5,25
01448,313.75774731,06,2,20,05
01449,1667.7551609,02,2,1,25
01450,90.370908183,07,2,3,01
01451,148.05541634,02,2,5,02
01452,961.78281331,03,2,5,02
01453,25.322576596,09,1,1200,02
01454,212.42624205,06,1,15,18
01455,7.5774326833,10,1,2000,18
01456,30.431064391,08,1,125,14
01457,1868.403437,02,2,4,26
01458,1145.0798138,04,2,1,25
01459,2249.135161,02,2,4,26
01460,15.945623796,07,1,50,18
01461,484.85166373,05,2,0,26
01462,3231.2895441,03,2,0,05
01463,1851.6697201,02,2,2,26
01464,2140.9064605,02,2,1,02
01465,1155.42801,02,2,2,26
01466,1851.6697201,03,2,1,12
01467,1276.538624,02,2,15,15
01468,1868.403437,02,2,3,15
01469,23.717553485,10,2,580,02
01470,2140.9064605,02,2,3,14
01471,1868.403437,02,2,1,26
01472,1451.6174232,02,2,0,26
01473,1791.3103533,02,1,3,26
01474,2.6527447297,10,1,4500,16
01475,1868.403437,02,2,5,14
01476,9.2846065541,08,1,750,16
01477,52.146233763,06,2,150,02
01478,281.10925465,05,2,0,01
01479,1451.6174232,03,2,1,12
01480,4.6524983211,10,1,1100,13
01481,226.82776714,05,2,20,05
01482,1484.5150471,02,2,2,06
01483,11.323366706,08,1,498,16
01484,62.141439538,08,2,100,13
01485,279.45612766,05,2,44,23
01486,511.57322024,04,2,2,13
01487,1559.8286174,02,2,2,02
01488,23.251171658,06,2,94,07
01489,887.44188343,02,2,6,15
01490,139.16995492,07,2,63,14
01491,1729.17335,04,2,2,12
01492,356.19828827,05,1,30,26
01493,751.72654486,05,1,6,18
01494,175.47099348,06,2,38,05
01495,1868.403437,02,2,2,25
01496,336.40197304,06,2,246,02
01497,84.055763395,07,2,120,14
01498,1341.3092902,02,2,0,13
01499,1155.42801,05,2,3,12
01500,48.841044419,05,2,120,02
01501,212.42624205,06,1,32,18
01502,139.16995492,07,1,80,17
01503,810.40542332,02,2,4,15
01504,499.1203535,04,1,8,18
01505,1807.4628666,02,2,6,06
01506,62.584971321,08,1,60,18
01507,178.39372759,06,2,9,23
01508,1069.3275783,02,2,11,02
01509,366.15594072,06,2,30,14
01510,65.595880131,07,1,120,05
01511,226.82776714,05,2,50,05
01512,259.35186162,06,1,11,18
01513,31.847187548,06,2,6,05
01514,7.1506304282,10,1,1400,16
01515,207.13166685,05,2,18,14
